,Station,Year,month,Element,Max,Min,Mean,Days
1456,USC00110338,2018,3,TMAX,16.1,0.6,7.4,31
1457,USC00110338,2018,4,TMAX,22.2,0.0,10.0,30
1458,USC00110338,2018,5,TMAX,35.6,11.1,25.2,31
1459,USC00110338,2018,6,TMAX,33.3,17.2,26.9,30
1460,USC00110338,2018,7,TMAX,32.8,23.9,29.1,31
1461,USC00110338,2018,8,TMAX,33.3,21.1,29.5,31
1462,USC00110338,2018,9,TMAX,34.4,13.9,25.8,30
1463,USC00110338,2018,10,TMAX,30.6,5.6,15.5,31
1464,USC00110338,2018,11,TMAX,15.0,-3.9,4.0,30
1465,USC00110338,2018,12,TMAX,11.1,-4.4,3.8,31
1466,USC00110338,2019,1,TMAX,11.7,-25.6,-1.7,31
1467,USC00110338,2019,2,TMAX,9.4,-14.4,-0.0,28
1468,USC00110338,2019,3,TMAX,18.3,-10.6,5.9,31
1469,USC00110338,2019,4,TMAX,25.6,2.2,14.6,30
1470,USC00110338,2019,5,TMAX,27.2,8.9,18.9,31
1471,USC00110338,2019,6,TMAX,32.8,18.9,25.8,30
1472,USC00110338,2019,7,TMAX,34.4,25.0,30.1,31
1473,USC00110338,2019,8,TMAX,31.7,22.2,27.3,31
1474,USC00110338,2019,9,TMAX,31.1,16.7,24.9,30
1475,USC00110338,2019,10,TMAX,30.6,3.9,15.7,31
1476,USC00110338,2019,11,TMAX,13.3,-8.9,4.8,30
1477,USC00110338,2019,12,TMAX,16.1,-7.2,4.9,31
1478,USC00110338,2020,1,TMAX,9.4,-8.9,1.8,31
1479,USC00110338,2020,2,TMAX,10.6,-8.3,1.5,29
1480,USC00110338,2020,3,TMAX,18.3,1.1,9.0,31
1481,USC00110338,2020,4,TMAX,26.7,3.9,13.6,30
1482,USC00110338,2020,5,TMAX,30.6,8.3,19.7,31
1483,USC00110338,2020,6,TMAX,33.9,20.0,27.9,30
1484,USC00110338,2020,7,TMAX,32.8,25.0,29.0,31
1485,USC00110338,2020,8,TMAX,32.2,18.9,27.9,31
1486,USC00110338,2020,9,TMAX,29.4,14.4,23.1,30
1487,USC00110338,2020,10,TMAX,27.2,6.1,16.4,29
1488,USC00110338,2020,11,TMAX,23.9,3.3,12.5,30
1489,USC00110338,2020,12,TMAX,13.9,-9.4,3.4,31
1490,USC00110338,2021,1,TMAX,4.4,-8.3,-0.1,31
1491,USC00110338,2021,2,TMAX,10.0,-17.8,-4.3,28
1492,USC00110338,2021,3,TMAX,20.0,0.0,11.1,31
1493,USC00110338,2021,4,TMAX,29.4,5.0,15.9,30
1494,USC00110338,2021,5,TMAX,30.0,8.3,19.9,31
1495,USC00110338,2021,6,TMAX,33.3,21.1,27.6,30
1496,USC00110338,2021,7,TMAX,32.2,20.6,27.6,31
1497,USC00110338,2021,8,TMAX,33.9,25.0,29.2,31
1498,USC00110338,2021,9,TMAX,31.7,17.2,26.6,30
1499,USC00110338,2021,10,TMAX,29.4,9.4,19.6,31
1500,USC00110338,2021,11,TMAX,18.9,-1.1,8.7,30
1501,USC00110338,2021,12,TMAX,17.8,-3.9,6.5,30
1502,USC00110338,2022,1,TMAX,6.1,-13.9,-3.5,31
1503,USC00110338,2022,2,TMAX,11.7,-9.4,-0.5,28
1504,USC00110338,2022,3,TMAX,23.3,-3.9,8.9,31
1505,USC00110338,2022,4,TMAX,28.3,2.8,12.1,30
1506,USC00110338,2022,5,TMAX,32.8,11.1,22.0,31
1507,USC00110338,2022,6,TMAX,35.6,19.4,27.4,30
1508,USC00110338,2022,7,TMAX,32.2,19.4,26.7,31
1509,USC00110338,2022,8,TMAX,31.7,21.7,26.1,31
1510,USC00110338,2022,9,TMAX,33.9,15.6,23.8,29
1511,USC00110338,2022,10,TMAX,26.1,5.0,17.7,31
1512,USC00110338,2022,11,TMAX,23.9,-3.9,10.4,30
1513,USC00110338,2022,12,TMAX,14.4,-17.8,0.5,31
1514,USC00110338,2023,1,TMAX,11.1,-11.7,1.7,31
1515,USC00110338,2023,2,TMAX,14.4,-13.3,4.0,28
1516,USC00110338,2023,3,TMAX,13.9,-5.0,7.1,31
1517,USC00110338,2023,4,TMAX,27.8,3.9,16.4,30
1518,USC00110338,2023,5,TMAX,30.6,7.2,22.1,31
1519,USC00110338,2023,6,TMAX,32.8,14.4,26.6,30
1520,USC00110338,2023,7,TMAX,33.9,21.7,28.5,30
1521,USC00110338,2023,8,TMAX,37.8,22.2,27.5,31
1522,USC00110338,2023,9,TMAX,34.4,17.8,24.7,30
1523,USC00110338,2023,10,TMAX,30.0,5.6,18.0,31
1524,USC00110338,2023,11,TMAX,21.1,-4.4,10.1,30
1525,USC00110338,2023,12,TMAX,15.0,0.0,6.7,31
1526,USC00110338,2024,1,TMAX,4.4,-21.1,-1.3,31
1527,USC00110338,2024,2,TMAX,23.3,-1.7,9.5,29
1528,USC00110338,2024,3,TMAX,24.4,2.8,11.9,31
1529,USC00110338,2024,4,TMAX,27.8,3.3,16.4,30
1530,USC00110338,2024,5,TMAX,31.7,16.1,24.1,31
1531,USC00110338,2024,6,TMAX,34.4,19.4,28.4,30
1532,USC00110338,2024,7,TMAX,31.7,22.2,27.7,31
1533,USC00110338,2024,8,TMAX,35.6,21.1,27.9,31
1534,USC00110338,2024,9,TMAX,32.8,17.8,26.2,30
1535,USC00110338,2024,10,TMAX,28.9,12.2,21.2,31
1536,USC00110338,2024,11,TMAX,21.1,-5.0,11.4,30
1537,USC00110338,2024,12,TMAX,12.8,-10.0,2.9,31
1538,USC00110338,2025,1,TMAX,9.4,-13.3,-1.3,31
1539,USC00110338,2025,2,TMAX,12.2,-12.8,1.0,27
1540,USC00110338,2025,3,TMAX,26.1,-1.1,12.7,31
1541,USC00110338,2025,4,TMAX,28.9,6.7,15.6,30
1542,USC00110338,2025,5,TMAX,33.3,11.7,20.8,31
1543,USC00110338,2025,6,TMAX,34.4,19.4,28.4,30
1544,USC00110338,2025,7,TMAX,33.3,23.9,29.9,28
