,Station,Year,month,Element,Max,Min,Mean,Days
1039,USC00110338,1982,8,TMAX,33.9,19.4,26.5,31
1040,USC00110338,1982,9,TMAX,30.6,13.3,23.1,30
1041,USC00110338,1982,10,TMAX,30.0,8.9,19.0,31
1042,USC00110338,1982,11,TMAX,19.4,-1.7,9.0,30
1043,USC00110338,1982,12,TMAX,19.4,-3.9,5.8,31
1044,USC00110338,1983,1,TMAX,5.6,-3.9,0.6,31
1045,USC00110338,1983,2,TMAX,15.6,-6.1,3.7,28
1046,USC00110338,1983,3,TMAX,22.8,-1.1,8.2,31
1047,USC00110338,1983,4,TMAX,26.1,3.9,12.1,30
1048,USC00110338,1983,5,TMAX,25.6,11.7,18.8,31
1049,USC00110338,1983,6,TMAX,35.0,18.9,28.0,29
1050,USC00110338,1983,7,TMAX,37.2,28.3,32.8,25
1051,USC00110338,1983,8,TMAX,36.7,22.8,31.0,31
1052,USC00110338,1983,9,TMAX,35.0,12.8,24.7,30
1053,USC00110338,1983,10,TMAX,29.4,10.6,17.5,31
1054,USC00110338,1983,11,TMAX,20.0,-3.3,10.1,30
1055,USC00110338,1983,12,TMAX,2.8,-24.4,-5.7,31
1056,USC00110338,1984,1,TMAX,5.0,-18.9,-3.1,31
1057,USC00110338,1984,2,TMAX,16.1,-11.1,5.8,29
1058,USC00110338,1984,3,TMAX,11.1,-5.0,2.7,31
1059,USC00110338,1984,4,TMAX,26.7,6.1,13.7,30
1060,USC00110338,1984,5,TMAX,31.7,11.7,20.3,31
1061,USC00110338,1984,6,TMAX,33.3,19.4,28.2,30
1062,USC00110338,1984,7,TMAX,35.0,20.6,28.4,30
1063,USC00110338,1984,8,TMAX,36.7,24.4,30.7,27
1064,USC00110338,1984,9,TMAX,33.9,11.7,24.2,25
1065,USC00110338,1984,12,TMAX,18.3,1.7,10.0,4
1066,USC00110338,1985,1,TMAX,2.8,-20.0,-4.2,31
1067,USC00110338,1985,2,TMAX,8.3,-14.4,-1.5,28
1068,USC00110338,1985,3,TMAX,20.6,-1.7,9.6,31
1069,USC00110338,1985,4,TMAX,29.4,3.9,18.1,30
1070,USC00110338,1985,5,TMAX,33.3,12.8,23.5,31
1071,USC00110338,1985,6,TMAX,35.6,15.6,25.6,30
1072,USC00110338,1985,7,TMAX,33.3,20.6,28.8,31
1073,USC00110338,1985,8,TMAX,31.7,21.1,26.6,31
1074,USC00110338,1985,9,TMAX,34.4,14.4,24.4,30
1075,USC00110338,1985,10,TMAX,24.4,11.1,17.4,31
1076,USC00110338,1985,11,TMAX,16.1,-3.3,6.8,30
1077,USC00110338,1985,12,TMAX,8.3,-15.0,-2.9,31
1078,USC00110338,1986,1,TMAX,11.1,-15.0,0.0,31
1079,USC00110338,1986,2,TMAX,7.2,-11.1,-0.6,28
1080,USC00110338,1986,3,TMAX,28.3,-6.7,10.6,31
1081,USC00110338,1986,4,TMAX,32.8,3.3,18.3,30
1082,USC00110338,1986,5,TMAX,30.6,14.4,22.2,31
1083,USC00110338,1986,6,TMAX,33.9,18.3,26.5,30
1084,USC00110338,1986,7,TMAX,35.6,18.9,29.8,31
1085,USC00110338,1987,1,TMAX,7.8,-13.3,-0.1,31
1086,USC00110338,1987,2,TMAX,10.6,-2.8,5.8,28
1087,USC00110338,1987,3,TMAX,23.3,0.0,10.4,31
1088,USC00110338,1987,4,TMAX,30.0,3.3,17.2,30
1089,USC00110338,1987,5,TMAX,31.7,11.7,24.9,31
1090,USC00110338,1987,6,TMAX,35.6,20.6,28.8,30
1091,USC00110338,1987,8,TMAX,35.6,15.6,27.2,28
1092,USC00110338,1987,9,TMAX,30.6,16.7,24.1,30
1093,USC00110338,1987,10,TMAX,23.9,6.7,14.5,31
1094,USC00110338,1987,11,TMAX,23.9,0.6,10.7,30
1095,USC00110338,1987,12,TMAX,11.7,-2.8,3.2,31
1096,USC00110338,1988,1,TMAX,12.2,-17.8,-2.0,31
1097,USC00110338,1988,2,TMAX,11.7,-12.8,-0.1,29
1098,USC00110338,1988,3,TMAX,20.6,-2.2,8.8,31
1099,USC00110338,1988,4,TMAX,28.3,5.6,15.6,30
1100,USC00110338,1988,5,TMAX,33.9,16.7,25.1,31
1101,USC00110338,1988,6,TMAX,39.4,20.0,30.3,30
1102,USC00110338,1988,7,TMAX,38.9,24.4,32.5,31
1103,USC00110338,1988,8,TMAX,36.7,20.6,30.8,31
1104,USC00110338,1988,9,TMAX,32.2,18.9,26.0,30
1105,USC00110338,1988,10,TMAX,25.6,5.0,14.2,31
1106,USC00110338,1988,11,TMAX,18.9,0.6,9.6,30
1107,USC00110338,1988,12,TMAX,13.3,-6.7,2.9,31
1108,USC00110338,1989,1,TMAX,18.9,-5.6,4.6,31
1109,USC00110338,1989,2,TMAX,10.0,-13.9,-1.9,28
1110,USC00110338,1989,3,TMAX,25.0,-3.9,7.8,31
1111,USC00110338,1989,4,TMAX,26.7,4.4,15.0,30
1112,USC00110338,1989,5,TMAX,31.1,5.6,21.5,31
1113,USC00110338,1989,6,TMAX,33.3,14.4,26.7,30
1114,USC00110338,1989,7,TMAX,37.8,21.7,29.6,30
1115,USC00110338,1989,8,TMAX,32.8,22.2,27.4,31
1116,USC00110338,1989,9,TMAX,29.4,12.8,22.9,30
1117,USC00110338,1989,10,TMAX,28.9,3.9,18.5,31
1118,USC00110338,1989,11,TMAX,23.3,-2.8,8.2,30
1119,USC00110338,1989,12,TMAX,8.9,-18.3,-3.9,31
1120,USC00110338,1990,1,TMAX,12.2,-0.6,5.4,31
1121,USC00110338,1990,2,TMAX,16.1,-6.7,4.4,28
1122,USC00110338,1990,3,TMAX,25.6,-0.6,9.9,31
1123,USC00110338,1990,5,TMAX,27.8,10.0,19.4,31
1124,USC00110338,1990,6,TMAX,33.9,17.2,27.6,30
1125,USC00110338,1990,7,TMAX,36.1,17.8,27.6,31
1126,USC00110338,1990,8,TMAX,33.9,21.1,27.4,31
1127,USC00110338,1990,9,TMAX,35.0,14.4,24.9,30
1128,USC00110338,1990,10,TMAX,29.4,7.2,17.6,31
1129,USC00110338,1990,11,TMAX,23.3,3.9,12.0,30
1130,USC00110338,1990,12,TMAX,12.8,-12.2,2.3,31
1131,USC00110338,1991,1,TMAX,6.7,-9.4,-1.5,31
1132,USC00110338,1991,2,TMAX,14.4,-10.6,3.7,28
1133,USC00110338,1991,3,TMAX,25.0,-1.1,10.0,31
1134,USC00110338,1991,4,TMAX,28.3,7.2,17.8,30
1135,USC00110338,1991,5,TMAX,34.4,10.0,25.9,31
1136,USC00110338,1991,6,TMAX,36.1,20.0,30.2,30
1137,USC00110338,1991,7,TMAX,37.8,26.1,31.4,31
1138,USC00110338,1991,8,TMAX,38.3,23.3,30.2,31
1139,USC00110338,1991,9,TMAX,34.4,13.3,24.7,30
1140,USC00110338,1991,10,TMAX,26.1,8.9,17.5,31
1141,USC00110338,1991,11,TMAX,19.4,-6.7,6.4,30
1142,USC00110338,1991,12,TMAX,15.6,-12.2,3.4,31
1143,USC00110338,1992,1,TMAX,7.8,-12.2,1.6,31
1144,USC00110338,1992,2,TMAX,14.4,-4.4,4.3,28
1145,USC00110338,1992,3,TMAX,20.6,-6.1,8.6,31
1146,USC00110338,1992,4,TMAX,21.7,3.3,14.0,27
1147,USC00110338,1992,5,TMAX,31.7,10.0,22.1,31
1148,USC00110338,1992,6,TMAX,32.8,17.2,26.4,30
1149,USC00110338,1992,7,TMAX,32.8,17.8,26.6,31
1150,USC00110338,1992,8,TMAX,33.9,17.2,25.5,30
1151,USC00110338,1992,9,TMAX,31.1,15.0,22.7,30
1152,USC00110338,1992,10,TMAX,26.1,6.7,16.2,31
1153,USC00110338,1992,11,TMAX,16.1,1.1,6.4,28
1154,USC00110338,1992,12,TMAX,11.7,-6.7,1.1,30
1155,USC00110338,1993,1,TMAX,7.8,-6.1,0.6,26
1156,USC00110338,1993,2,TMAX,10.6,-8.9,0.0,28
1157,USC00110338,1993,4,TMAX,24.4,1.7,13.2,30
1158,USC00110338,1993,5,TMAX,30.6,16.7,22.8,31
1159,USC00110338,1993,6,TMAX,33.3,13.3,25.3,30
1160,USC00110338,1993,7,TMAX,32.2,23.3,28.6,31
1161,USC00110338,1993,8,TMAX,33.9,22.2,27.7,31
1162,USC00110338,1993,9,TMAX,26.7,11.7,20.0,30
1163,USC00110338,1993,10,TMAX,27.8,4.4,16.5,30
1164,USC00110338,1993,11,TMAX,17.8,-2.8,7.7,30
1165,USC00110338,1993,12,TMAX,10.6,-11.7,1.3,31
1166,USC00110338,1994,1,TMAX,4.4,-23.9,-5.0,31
1167,USC00110338,1994,2,TMAX,14.4,-11.1,-0.1,27
1168,USC00110338,1994,3,TMAX,24.4,1.7,8.9,31
1169,USC00110338,1994,4,TMAX,30.6,3.9,17.0,30
1170,USC00110338,1994,5,TMAX,32.2,13.3,22.6,31
1171,USC00110338,1994,6,TMAX,35.6,17.8,28.5,30
1172,USC00110338,1994,7,TMAX,34.4,21.7,28.2,31
1173,USC00110338,1994,8,TMAX,31.1,18.9,25.7,31
1174,USC00110338,1994,9,TMAX,32.2,15.0,24.7,30
1175,USC00110338,1994,10,TMAX,25.0,7.2,17.9,31
1176,USC00110338,1994,11,TMAX,19.4,0.6,11.0,30
1177,USC00110338,1994,12,TMAX,13.3,-5.6,4.8,31
1178,USC00110338,1995,1,TMAX,7.8,-13.3,-1.1,31
1179,USC00110338,1995,2,TMAX,12.8,-10.6,1.1,28
1180,USC00110338,1995,3,TMAX,23.9,-5.6,10.2,31
1181,USC00110338,1995,4,TMAX,25.0,5.6,13.6,28
1182,USC00110338,1995,5,TMAX,28.3,13.3,20.6,31
1183,USC00110338,1995,6,TMAX,35.6,15.0,28.5,30
1184,USC00110338,1995,7,TMAX,38.9,23.3,30.7,31
1185,USC00110338,1995,8,TMAX,35.6,26.1,31.2,31
1186,USC00110338,1995,9,TMAX,31.1,10.0,23.1,30
1187,USC00110338,1995,10,TMAX,28.3,7.2,18.3,31
1188,USC00110338,1995,11,TMAX,16.1,-1.7,5.5,30
1189,USC00110338,1995,12,TMAX,13.3,-15.0,0.8,30
1190,USC00110338,1996,1,TMAX,13.3,-15.0,-1.0,28
1191,USC00110338,1996,2,TMAX,15.6,-21.1,2.0,29
1192,USC00110338,1996,3,TMAX,17.2,-8.9,5.6,31
1193,USC00110338,1996,4,TMAX,27.8,4.4,15.1,29
1194,USC00110338,1996,5,TMAX,33.3,12.8,19.4,31
1195,USC00110338,1996,6,TMAX,33.9,18.3,27.1,30
1196,USC00110338,1996,7,TMAX,32.2,17.8,27.1,30
1197,USC00110338,1996,8,TMAX,33.9,25.0,28.7,31
1198,USC00110338,1996,9,TMAX,31.1,16.7,23.9,30
1199,USC00110338,1996,10,TMAX,26.7,7.8,18.0,31
1200,USC00110338,1996,11,TMAX,17.2,-2.2,4.7,30
1201,USC00110338,1996,12,TMAX,12.2,-12.2,1.5,31
1202,USC00110338,1997,1,TMAX,17.2,-18.9,-2.3,31
1203,USC00110338,1997,2,TMAX,12.2,-4.4,1.8,27
1204,USC00110338,1997,3,TMAX,23.9,-2.2,8.6,31
1205,USC00110338,1997,4,TMAX,24.4,1.1,14.4,30
1206,USC00110338,1997,5,TMAX,29.4,10.6,19.0,31
1207,USC00110338,1997,6,TMAX,35.6,19.4,27.8,30
1208,USC00110338,1997,7,TMAX,37.2,20.0,29.7,31
1209,USC00110338,1997,8,TMAX,33.9,21.1,26.9,31
1210,USC00110338,1997,9,TMAX,30.6,17.2,24.8,29
1211,USC00110338,1997,10,TMAX,30.6,2.8,18.6,31
1212,USC00110338,1997,11,TMAX,14.4,-1.7,6.5,30
1213,USC00110338,1997,12,TMAX,10.0,-4.4,2.7,31
1214,USC00110338,1998,1,TMAX,15.0,-10.0,2.2,31
1215,USC00110338,1998,2,TMAX,17.2,1.1,7.8,28
1216,USC00110338,1998,3,TMAX,26.1,-2.8,8.8,29
1217,USC00110338,1998,4,TMAX,25.0,7.2,15.9,30
1218,USC00110338,1998,5,TMAX,33.9,14.4,25.4,31
1219,USC00110338,1998,6,TMAX,35.6,15.6,27.0,30
1220,USC00110338,1998,7,TMAX,34.4,25.0,29.5,31
1221,USC00110338,1998,8,TMAX,33.3,23.9,28.9,31
1222,USC00110338,1998,9,TMAX,33.3,20.6,27.0,30
1223,USC00110338,1998,10,TMAX,26.1,12.8,18.8,31
1224,USC00110338,1998,11,TMAX,20.0,1.7,11.5,30
1225,USC00110338,1998,12,TMAX,20.0,-9.4,6.1,31
1226,USC00110338,1999,1,TMAX,8.9,-13.9,-1.2,31
1227,USC00110338,1999,2,TMAX,20.6,-0.6,5.8,28
1228,USC00110338,1999,3,TMAX,22.2,-1.7,7.9,31
1229,USC00110338,1999,4,TMAX,26.1,8.9,16.4,30
1230,USC00110338,1999,5,TMAX,31.1,13.9,23.7,31
1231,USC00110338,1999,6,TMAX,34.4,18.3,27.9,30
1232,USC00110338,1999,7,TMAX,38.3,24.4,31.8,31
1233,USC00110338,1999,8,TMAX,33.3,22.8,27.0,31
1234,USC00110338,1999,9,TMAX,33.9,18.3,25.1,30
1235,USC00110338,1999,10,TMAX,27.2,8.3,18.4,31
1236,USC00110338,1999,11,TMAX,23.9,3.9,14.0,30
1237,USC00110338,1999,12,TMAX,14.4,-10.0,3.3,31
1238,USC00110338,2000,1,TMAX,16.7,-11.7,0.3,31
1239,USC00110338,2000,2,TMAX,22.2,-1.1,6.2,29
1240,USC00110338,2000,3,TMAX,26.1,2.2,13.6,31
1241,USC00110338,2000,4,TMAX,25.6,5.0,16.1,30
1242,USC00110338,2000,5,TMAX,30.6,10.0,23.3,31
1243,USC00110338,2000,6,TMAX,32.2,16.7,25.9,30
1244,USC00110338,2000,7,TMAX,32.2,23.3,27.8,31
1245,USC00110338,2000,8,TMAX,33.9,22.2,28.6,31
1246,USC00110338,2000,9,TMAX,34.4,13.9,24.7,28
1247,USC00110338,2000,10,TMAX,28.9,7.8,19.7,31
1248,USC00110338,2000,11,TMAX,25.0,-3.3,7.2,29
1249,USC00110338,2000,12,TMAX,3.9,-14.4,-3.7,31
1250,USC00110338,2001,1,TMAX,6.1,-8.3,0.1,31
1251,USC00110338,2001,2,TMAX,12.2,-11.1,1.8,28
1252,USC00110338,2001,3,TMAX,15.6,-2.8,7.4,31
1253,USC00110338,2001,4,TMAX,30.0,5.6,19.4,30
1254,USC00110338,2001,5,TMAX,32.8,12.8,22.8,31
1255,USC00110338,2001,6,TMAX,34.4,13.9,26.7,30
1256,USC00110338,2001,7,TMAX,36.7,24.4,31.0,31
1257,USC00110338,2001,8,TMAX,35.6,22.8,29.6,31
1258,USC00110338,2001,9,TMAX,32.2,14.4,23.4,30
1259,USC00110338,2001,10,TMAX,28.9,5.6,16.8,31
1260,USC00110338,2001,11,TMAX,22.8,5.6,15.1,30
1261,USC00110338,2001,12,TMAX,20.6,-7.2,5.2,31
1262,USC00110338,2002,1,TMAX,15.6,-5.6,4.6,31
1263,USC00110338,2002,2,TMAX,16.7,-3.9,5.2,28
1264,USC00110338,2002,3,TMAX,18.9,-7.8,7.6,31
1265,USC00110338,2002,4,TMAX,32.2,4.4,15.6,30
1266,USC00110338,2002,5,TMAX,31.7,8.3,19.7,31
1267,USC00110338,2002,6,TMAX,35.6,17.2,28.7,30
1268,USC00110338,2002,7,TMAX,37.2,25.6,31.7,31
1269,USC00110338,2002,8,TMAX,35.0,25.0,29.7,31
1270,USC00110338,2002,9,TMAX,35.0,18.9,27.7,30
1271,USC00110338,2002,10,TMAX,28.9,7.2,15.3,31
1272,USC00110338,2002,11,TMAX,18.3,-1.1,7.7,30
1273,USC00110338,2002,12,TMAX,15.6,-5.6,3.4,31
1274,USC00110338,2003,1,TMAX,13.9,-10.6,-1.7,31
1275,USC00110338,2003,2,TMAX,10.6,-7.2,1.0,28
1276,USC00110338,2003,3,TMAX,23.9,-7.8,9.4,31
1277,USC00110338,2003,4,TMAX,30.6,1.1,17.2,30
1278,USC00110338,2003,5,TMAX,30.0,13.9,20.9,31
1279,USC00110338,2003,6,TMAX,35.0,18.9,26.3,30
1280,USC00110338,2003,7,TMAX,34.4,24.4,28.4,31
1281,USC00110338,2003,8,TMAX,35.0,16.7,28.6,31
1282,USC00110338,2003,9,TMAX,30.0,13.3,23.6,29
1283,USC00110338,2003,10,TMAX,29.4,6.1,17.6,31
1284,USC00110338,2003,11,TMAX,21.7,0.0,10.2,30
1285,USC00110338,2003,12,TMAX,12.8,-4.4,3.3,31
1286,USC00110338,2004,1,TMAX,15.6,-16.7,-2.9,31
1287,USC00110338,2004,2,TMAX,15.6,-3.3,2.7,29
1288,USC00110338,2004,3,TMAX,22.2,0.6,10.4,30
1289,USC00110338,2004,4,TMAX,28.9,6.1,17.0,24
1290,USC00110338,2004,5,TMAX,30.6,13.3,23.9,25
1291,USC00110338,2004,6,TMAX,32.8,18.9,25.7,30
1292,USC00110338,2004,7,TMAX,31.7,20.6,27.4,31
1293,USC00110338,2004,8,TMAX,30.6,16.7,24.9,31
1294,USC00110338,2004,9,TMAX,30.0,18.9,26.1,30
1295,USC00110338,2004,10,TMAX,25.6,7.8,17.7,31
1296,USC00110338,2004,11,TMAX,18.9,0.0,10.6,30
1297,USC00110338,2004,12,TMAX,13.3,-11.1,2.1,31
1298,USC00110338,2005,1,TMAX,15.6,-12.2,-0.3,31
1299,USC00110338,2005,2,TMAX,12.8,-3.3,4.3,28
1300,USC00110338,2005,3,TMAX,23.9,-3.9,7.1,31
1301,USC00110338,2005,4,TMAX,28.3,6.1,18.2,30
1302,USC00110338,2005,5,TMAX,28.9,6.7,20.6,31
1303,USC00110338,2005,6,TMAX,35.6,21.7,30.2,30
1304,USC00110338,2005,7,TMAX,38.3,23.3,30.2,31
1305,USC00110338,2005,8,TMAX,35.0,23.9,29.1,31
1306,USC00110338,2005,9,TMAX,33.9,17.8,27.2,30
1307,USC00110338,2005,10,TMAX,31.1,8.3,18.2,31
1308,USC00110338,2005,11,TMAX,21.7,-3.3,10.7,30
1309,USC00110338,2005,12,TMAX,7.8,-10.6,-2.0,31
1310,USC00110338,2006,1,TMAX,13.3,-1.7,5.3,31
1311,USC00110338,2006,2,TMAX,13.3,-13.9,2.9,28
1312,USC00110338,2006,3,TMAX,21.1,0.0,8.4,31
1313,USC00110338,2006,4,TMAX,28.9,8.3,18.6,30
1314,USC00110338,2006,5,TMAX,33.9,7.2,21.1,31
1315,USC00110338,2006,6,TMAX,32.8,19.4,26.2,30
1316,USC00110338,2006,7,TMAX,37.2,25.0,30.2,31
1317,USC00110338,2006,8,TMAX,36.1,21.1,27.8,31
1318,USC00110338,2006,9,TMAX,28.3,12.8,22.2,30
1319,USC00110338,2006,10,TMAX,28.9,4.4,14.6,31
1320,USC00110338,2006,11,TMAX,20.0,1.7,10.1,30
1321,USC00110338,2006,12,TMAX,13.3,-10.0,4.6,31
1322,USC00110338,2007,1,TMAX,10.0,-8.9,0.8,31
1323,USC00110338,2007,2,TMAX,8.9,-16.7,-4.5,28
1324,USC00110338,2007,3,TMAX,25.6,-4.4,11.7,31
1325,USC00110338,2007,4,TMAX,28.3,0.0,14.9,30
1326,USC00110338,2007,5,TMAX,32.2,17.2,25.0,31
1327,USC00110338,2007,6,TMAX,33.9,18.9,27.8,30
1328,USC00110338,2007,7,TMAX,33.3,24.4,28.4,31
1329,USC00110338,2007,8,TMAX,32.2,18.9,28.3,31
1330,USC00110338,2007,9,TMAX,32.2,16.7,26.8,30
1331,USC00110338,2007,10,TMAX,31.7,12.8,20.5,31
1332,USC00110338,2007,11,TMAX,18.3,0.6,8.4,30
1333,USC00110338,2007,12,TMAX,11.1,-5.6,0.9,31
1334,USC00110338,2008,1,TMAX,17.8,-16.1,-0.0,31
1335,USC00110338,2008,2,TMAX,7.8,-11.7,-1.7,29
1336,USC00110338,2008,3,TMAX,15.6,-5.0,6.1,30
1337,USC00110338,2008,4,TMAX,26.1,5.0,15.9,30
1338,USC00110338,2008,5,TMAX,27.8,12.8,20.0,31
1339,USC00110338,2008,6,TMAX,33.3,21.7,27.3,30
1340,USC00110338,2008,7,TMAX,31.7,23.3,28.6,31
1341,USC00110338,2008,8,TMAX,31.7,23.9,27.9,31
1342,USC00110338,2008,9,TMAX,34.4,15.6,23.9,30
1343,USC00110338,2008,10,TMAX,29.4,6.7,16.8,31
1344,USC00110338,2008,11,TMAX,22.8,-1.7,8.5,30
1345,USC00110338,2008,12,TMAX,14.4,-15.6,-1.0,30
1346,USC00110338,2009,1,TMAX,3.3,-20.6,-5.0,31
1347,USC00110338,2009,2,TMAX,16.7,-10.6,2.4,28
1348,USC00110338,2009,3,TMAX,23.3,-5.0,10.4,30
1349,USC00110338,2009,4,TMAX,27.8,6.7,14.7,30
1350,USC00110338,2009,5,TMAX,28.9,15.6,21.6,30
1351,USC00110338,2009,6,TMAX,34.4,16.7,25.9,30
1352,USC00110338,2009,7,TMAX,28.9,18.3,25.6,31
1353,USC00110338,2009,8,TMAX,32.2,19.4,25.7,29
1354,USC00110338,2009,9,TMAX,29.4,15.6,24.0,30
1355,USC00110338,2009,10,TMAX,21.7,6.1,13.3,31
1356,USC00110338,2009,11,TMAX,22.2,5.0,12.5,30
1357,USC00110338,2009,12,TMAX,12.8,-11.1,0.1,31
1358,USC00110338,2010,1,TMAX,7.2,-13.3,-2.9,30
1359,USC00110338,2010,2,TMAX,5.0,-3.9,-0.1,28
1360,USC00110338,2010,3,TMAX,25.6,2.2,11.3,31
1361,USC00110338,2010,4,TMAX,28.3,5.0,20.2,30
1362,USC00110338,2010,5,TMAX,33.3,10.6,22.5,31
1363,USC00110338,2010,6,TMAX,31.7,20.0,27.0,30
1364,USC00110338,2010,7,TMAX,33.3,25.0,29.9,31
1365,USC00110338,2010,8,TMAX,33.9,23.9,29.4,31
1366,USC00110338,2010,9,TMAX,31.7,15.0,24.0,30
1367,USC00110338,2010,10,TMAX,31.7,7.8,19.9,31
1368,USC00110338,2010,11,TMAX,21.7,0.6,10.7,30
1369,USC00110338,2010,12,TMAX,12.8,-10.0,-2.1,31
1370,USC00110338,2011,1,TMAX,4.4,-14.4,-3.1,31
1371,USC00110338,2011,2,TMAX,13.3,-13.3,0.4,28
1372,USC00110338,2011,3,TMAX,20.6,1.1,7.9,31
1373,USC00110338,2011,4,TMAX,28.3,3.9,14.2,30
1374,USC00110338,2011,5,TMAX,32.2,11.1,21.4,31
1375,USC00110338,2011,6,TMAX,35.0,18.9,27.0,30
1376,USC00110338,2011,7,TMAX,36.7,25.0,31.4,31
1377,USC00110338,2011,8,TMAX,33.3,23.3,28.1,31
1378,USC00110338,2011,9,TMAX,33.3,10.6,21.1,30
1379,USC00110338,2011,10,TMAX,28.9,7.2,18.2,31
1380,USC00110338,2011,11,TMAX,21.1,2.2,10.7,30
1381,USC00110338,2011,12,TMAX,13.3,-5.6,4.7,31
1382,USC00110338,2012,1,TMAX,13.3,-8.3,2.5,31
1383,USC00110338,2012,2,TMAX,13.9,-6.1,4.2,29
1384,USC00110338,2012,3,TMAX,28.9,-0.6,17.0,31
1385,USC00110338,2012,4,TMAX,24.4,7.8,15.6,30
1386,USC00110338,2012,5,TMAX,36.1,15.6,24.6,31
1387,USC00110338,2012,6,TMAX,37.2,10.0,28.5,30
1388,USC00110338,2012,7,TMAX,39.4,28.3,33.4,31
1389,USC00110338,2012,8,TMAX,35.6,18.9,28.7,31
1390,USC00110338,2012,9,TMAX,33.3,15.0,24.2,30
1391,USC00110338,2012,10,TMAX,25.6,8.3,16.1,31
1392,USC00110338,2012,11,TMAX,19.4,0.0,8.9,30
1393,USC00110338,2012,12,TMAX,21.1,-3.3,5.4,31
1394,USC00110338,2013,1,TMAX,16.1,-11.7,1.7,31
1395,USC00110338,2013,2,TMAX,10.6,-9.4,-0.3,28
1396,USC00110338,2013,3,TMAX,14.4,-4.4,3.3,31
1397,USC00110338,2013,4,TMAX,23.3,3.9,13.4,30
1398,USC00110338,2013,5,TMAX,33.3,10.0,22.4,30
1399,USC00110338,2013,6,TMAX,31.1,16.1,25.7,30
1400,USC00110338,2013,7,TMAX,34.4,18.3,27.6,31
1401,USC00110338,2013,8,TMAX,33.9,22.2,28.1,31
1402,USC00110338,2013,9,TMAX,34.4,15.6,25.3,30
1403,USC00110338,2013,10,TMAX,26.7,3.3,17.0,31
1404,USC00110338,2013,11,TMAX,19.4,-4.4,7.2,30
1405,USC00110338,2013,12,TMAX,12.8,-12.2,-0.9,31
1406,USC00110338,2014,1,TMAX,6.1,-23.9,-5.3,31
1407,USC00110338,2014,2,TMAX,8.9,-15.6,-5.1,28
1408,USC00110338,2014,3,TMAX,13.9,-12.8,3.4,30
1409,USC00110338,2014,4,TMAX,26.7,3.3,15.3,30
1410,USC00110338,2014,5,TMAX,31.7,7.2,21.4,31
1411,USC00110338,2014,6,TMAX,32.2,18.3,27.0,30
1412,USC00110338,2014,7,TMAX,31.7,20.6,25.8,31
1413,USC00110338,2014,8,TMAX,30.6,21.7,27.8,31
1414,USC00110338,2014,9,TMAX,30.0,11.7,23.4,30
1415,USC00110338,2014,10,TMAX,25.0,8.9,16.2,31
1416,USC00110338,2014,11,TMAX,17.8,-6.7,4.7,30
1417,USC00110338,2014,12,TMAX,10.6,-7.2,3.1,31
1418,USC00110338,2015,1,TMAX,6.1,-14.4,-2.2,31
1419,USC00110338,2015,2,TMAX,5.0,-15.6,-5.0,28
1420,USC00110338,2015,3,TMAX,23.9,-9.4,6.7,31
1421,USC00110338,2015,4,TMAX,25.6,8.3,16.8,30
1422,USC00110338,2015,5,TMAX,28.9,10.0,22.0,31
1423,USC00110338,2015,6,TMAX,32.8,13.3,25.2,30
1424,USC00110338,2015,7,TMAX,33.3,19.4,27.3,31
1425,USC00110338,2015,8,TMAX,32.2,19.4,26.9,31
1426,USC00110338,2015,9,TMAX,32.8,18.9,26.3,30
1427,USC00110338,2015,10,TMAX,26.7,7.8,18.0,31
1428,USC00110338,2015,11,TMAX,22.8,-2.8,11.3,30
1429,USC00110338,2015,12,TMAX,16.1,-1.7,7.2,31
1430,USC00110338,2016,1,TMAX,7.2,-15.0,-1.2,31
1431,USC00110338,2016,2,TMAX,16.7,-8.3,3.1,28
1432,USC00110338,2016,3,TMAX,22.2,-1.1,11.2,31
1433,USC00110338,2016,4,TMAX,28.3,2.2,15.0,30
1434,USC00110338,2016,5,TMAX,30.6,9.4,21.1,31
1435,USC00110338,2016,6,TMAX,32.8,20.0,27.5,30
1436,USC00110338,2016,7,TMAX,33.9,22.8,28.4,31
1437,USC00110338,2016,8,TMAX,32.2,23.9,28.8,31
1438,USC00110338,2016,9,TMAX,31.7,16.7,25.9,30
1439,USC00110338,2016,10,TMAX,28.3,9.4,18.9,31
1440,USC00110338,2016,11,TMAX,25.0,1.1,13.2,30
1441,USC00110338,2016,12,TMAX,11.7,-15.0,-0.8,31
1442,USC00110338,2017,1,TMAX,15.0,-13.3,1.2,31
1443,USC00110338,2017,2,TMAX,20.6,-5.0,7.9,28
1444,USC00110338,2017,3,TMAX,26.1,-2.2,8.1,31
1445,USC00110338,2017,4,TMAX,25.6,6.1,17.2,30
1446,USC00110338,2017,5,TMAX,29.4,10.0,19.8,31
1447,USC00110338,2017,6,TMAX,33.9,21.7,27.8,30
1448,USC00110338,2017,7,TMAX,32.2,21.1,28.2,31
1449,USC00110338,2017,8,TMAX,30.6,20.0,26.5,31
1450,USC00110338,2017,9,TMAX,33.9,18.9,26.5,30
1451,USC00110338,2017,10,TMAX,28.3,3.9,18.4,31
1452,USC00110338,2017,11,TMAX,16.7,1.7,7.7,30
1453,USC00110338,2017,12,TMAX,17.8,-15.6,1.1,31
1454,USC00110338,2018,1,TMAX,13.9,-18.3,-1.3,31
1455,USC00110338,2018,2,TMAX,17.8,-11.7,2.0,28
